json index,label index,Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign,end frame of video clip containing the sign,start frame of the sign,end frame of the sign,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,video file,sign type
1537,149,1547,BLUE,BLUE,BLUE,2560,2689,2610,2639,B,,B,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1538,149,1548,BLUE,BLUE,BLUE,3370,3501,3420,3451,B,,B,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1539,149,1549,BLUE,BLUE,BLUE,1510,1636,1560,1586,B,,B,,ASL_2011_07_19_Brady_scene3-camera1.mov,Lexical Signs
1540,149,1550,BLUE,BLUE,BLUE,1104,1235,1154,1185,B,,B,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1541,149,1551,BLUE,BLUE,BLUE,1016,1170,1066,1120,B-xd,,B-xd,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1574,150,1585,BORE,BORE,BORE,1385,1495,1435,1445,1,,1,,ASL_2008_01_11_scene50-camera1.mov,Lexical Signs
1575,150,1586,BORE,BORE,BORE,1927,2055,1977,2005,1,,1,,ASL_2008_05_12a_scene31-camera1.mov,Lexical Signs
1576,150,1587,BORE,BORE,BORE,2645,2775,2695,2725,1,,1,,ASL_2008_08_04_scene32-camera1.mov,Lexical Signs
1577,150,1588,BORE,BORE,BORE,18780,18897,18830,18847,1,,1,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1578,150,1589,BORE,BORE,BORE,1361,1475,1411,1425,1,,1,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1579,150,1590,BORE,BORE,BORE,1292,1426,1342,1376,1,,1,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1580,93,1591,BORN,BORN,BORN,1616,1740,1666,1690,B,B-L,B,B-L,ASL_2008_01_11_scene50-camera1.mov,Lexical Signs
1581,93,1592,BORN,BORN,BORN,18962,19079,19012,19029,B,B-L,B,B-L,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1582,93,1593,BORN,BORN,BORN,5750,5863,5800,5813,B,flat-B,B,flat-B,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs
1583,93,1594,BORN,BORN,BORN,642,781,692,731,B-xd,flat-B,B-xd,flat-B,ASL_2006_01_20_scene22-camera1.mov,Lexical Signs
1589,151,1600,BOSS,BOSS,BOSS,590,730,640,680,5-C,,5-C,,ASL_2008_01_11_scene51-camera1.mov,Lexical Signs
1590,151,1601,BOSS,BOSS,BOSS,1410,1540,1460,1490,5-C,,5-C,,ASL_2008_01_11_scene64-camera1.mov,Lexical Signs
1591,151,1602,BOSS,BOSS,BOSS,3596,3755,3646,3705,5-C,,5-C,,ASL_2008_05_12a_scene31-camera1.mov,Lexical Signs
1592,151,1603,BOSS,BOSS,BOSS,1340,1475,1390,1425,5-C,,5-C,,ASL_2008_05_12a_scene40-camera1.mov,Lexical Signs
1593,151,1604,BOSS,BOSS,BOSS,4372,4492,4422,4442,5-C,,5-C,,ASL_2008_08_04_scene32-camera1.mov,Lexical Signs
1594,151,1605,BOSS,BOSS,BOSS,2750,2881,2800,2831,5-C,,5-C,,ASL_2008_08_04_scene41-camera1.mov,Lexical Signs
1595,151,1606,BOSS,BOSS,BOSS,22103,22227,22153,22177,5-C,,5-C,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1596,151,1607,BOSS,BOSS,BOSS,11766,11892,11816,11842,5-C,,5-C,,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1597,151,1608,BOSS,BOSS,BOSS,1740,1859,1790,1809,5-C,,5-C,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1598,151,1609,BOSS,BOSS,BOSS,1705,1856,1755,1806,5-C,,5-C,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1607,152,1618,BOTTLE,BOTTLE,BOTTLE,1430,1555,1480,1505,crvd-B,B-L,crvd-B,B-L,ASL_2008_01_11_scene51-camera1.mov,Lexical Signs
1608,152,1619,BOTTLE,BOTTLE,BOTTLE,5035,5167,5085,5117,C,B-L,C,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,Lexical Signs
1609,152,1620,BOTTLE,BOTTLE,BOTTLE,972,1125,1022,1075,C,B-L,C,B-L,ASL_2008_05_12a_scene32-camera1.mov,Lexical Signs
1610,152,1621,BOTTLE,BOTTLE,BOTTLE,1672,1792,1722,1742,C,B-L,C,B-L,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs
1611,152,1622,BOTTLE,BOTTLE-pl,BOTTLE-pl,5195,5350,5245,5300,C,B-L,C,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov,Lexical Signs
1612,152,1623,BOTTLE,BOTTLE-pl,BOTTLE-pl,11023,11162,11073,11112,C,B-L,C,B-L,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1618,58,1629,BOWLING,BOWLING,BOWLING,1407,1540,1457,1490,crvd-5,,crvd-5,,ASL_2008_05_12a_scene32-camera1.mov,Lexical Signs
1619,58,1630,BOWLING,BOWLING,BOWLING,2305,2425,2355,2375,crvd-5,,crvd-5,,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs
1620,58,1631,BOWLING,BOWLING,BOWLING,25136,25258,25186,25208,crvd-5,,crvd-5,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1623,58,1634,BOWLING,BOWLING_2,BOWLING_2,2384,2516,2434,2466,crvd-5,,crvd-5,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1631,153,1642,BOXING,BOXING,BOXING+,1380,1545,1430,1495,S,S,S,S,ASL_2008_01_11_scene52-camera1.mov,Lexical Signs
1632,153,1643,BOXING,BOXING,BOXING+,3507,3657,3557,3607,S,S,S,S,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs
1633,153,1644,BOXING,BOXING,BOXING+,27357,27501,27407,27451,S,S,S,S,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1634,153,1645,BOXING,BOXING,BOXING+,27661,27801,27711,27751,S,S,S,S,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1635,153,1646,BOXING,BOXING,BOXING+,4145,4277,4195,4227,S,S,S,S,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs
1636,153,1647,BOXING,BOXING,BOXING++,2306,2466,2356,2416,S,S,S,S,ASL_2008_05_12a_scene32-camera1.mov,Lexical Signs
1637,153,1648,BOXING,BOXING_2,BOXING_2+,1180,1330,1230,1280,S,S,S,S,ASL_2008_01_11_scene52-camera1.mov,Lexical Signs
1638,153,1649,BOXING,BOXING_2,BOXING_2+,3218,3367,3268,3317,S,S,S,S,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs
1639,154,1650,BOY,BOY,BOY,275,400,325,350,tight-C,,flat-O,,ASL_2008_01_11_scene53-camera1.mov,Lexical Signs
1640,154,1651,BOY,BOY,BOY,962,1100,1012,1050,crvd-sprd-B,,flat-O,,ASL_2008_02_01_scene57-camera1.mov,Lexical Signs
1641,154,1652,BOY,BOY,BOY,222,365,272,315,B-L,,flat-O,,ASL_2008_05_12a_scene33-camera1.mov,Lexical Signs
1642,154,1653,BOY,BOY,BOY,190,317,240,267,B-L,,flat-O,,ASL_2008_08_04_scene34-camera1.mov,Lexical Signs
1643,154,1654,BOY,BOY,BOY,740,856,790,806,B-L,,flat-O,,ASL_2008_08_13_session2_scene12-camera1.mov,Lexical Signs
1644,154,1655,BOY,BOY,BOY,28342,28458,28392,28408,tight-C,,flat-O,,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
1645,154,1656,BOY,BOY,BOY,707,836,757,786,tight-C,,flat-O,,ASL_2006_09_26_scene61-camera1.mov,Lexical Signs
1660,155,1671,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,630,755,680,705,5,5,S,S,ASL_2008_01_11_scene54-camera1.mov,Lexical Signs
1661,155,1672,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,1785,1951,1835,1901,5,5,S,S,ASL_2008_02_29_scene7-camera1.mov,Lexical Signs
1662,155,1673,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2225,2375,2275,2325,5,5,S,S,ASL_2008_03_28_scene38-camera1.mov,Lexical Signs
1663,155,1674,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2586,2715,2636,2665,crvd-5,crvd-5,S,S,ASL_2008_05_12a_scene33-camera1.mov,Lexical Signs
1664,155,1675,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,845,972,895,922,crvd-5,crvd-5,S,S,ASL_2008_05_12b_scene10-camera1.mov,Lexical Signs
1665,155,1676,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2918,3050,2968,3000,crvd-5,crvd-5,S,S,ASL_2008_08_04_scene34-camera1.mov,Lexical Signs
1666,155,1677,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,5049,5173,5099,5123,5,5,S,S,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
1667,155,1678,BRAVE/RECOVER,BRAVE/RECOVER,BRAVE/RECOVER,2534,2654,2584,2604,crvd-5,crvd-5,S,S,ASL_2011_07_22_Brady_scene57-camera1.mov,Lexical Signs
1695,61,1706,BRIDGE,BRIDGE,BRIDGE,715,866,765,816,V,B-L,V,B-L,ASL_2008_01_11_scene56-camera1.mov,Lexical Signs
1696,61,1707,BRIDGE,BRIDGE,BRIDGE,270,415,320,365,V,B-L,V,B-L,ASL_2008_05_12a_scene35-camera1.mov,Lexical Signs
1697,61,1708,BRIDGE,BRIDGE,BRIDGE,280,415,330,365,V,B-L,V,B-L,ASL_2008_08_04_scene36-camera1.mov,Lexical Signs
1698,61,1709,BRIDGE,BRIDGE,BRIDGE,10184,10317,10234,10267,V,A,V,A,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
1699,61,1710,BRIDGE,BRIDGE,BRIDGE,152,308,202,258,V,B-L,V,B-L,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1700,156,1934,BRING/CARRY,BRING,BRING,515,650,565,600,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene35-camera1.mov,Lexical Signs
1701,156,1712,BRING/CARRY,BRING-1p,BRING-1p,905,1040,955,990,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene56-camera1.mov,Lexical Signs
1702,156,1713,BRING/CARRY,BRING-1p,BRING-1p,465,591,515,541,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene36-camera1.mov,Lexical Signs
1703,156,1714,BRING/CARRY,BRING-1p,BRING-1p,10440,10557,10490,10507,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
1708,157,1719,BROOM,BROOM,BROOM,211,367,261,317,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene57-camera1.mov,Lexical Signs
1709,157,1720,BROOM,BROOM,BROOM,1201,1345,1251,1295,B-L,B-L,bent-B-L,B-L,ASL_2008_05_12a_scene35-camera1.mov,Lexical Signs
1710,157,1721,BROOM,BROOM_2,BROOM_2,566,720,616,670,B-L,B-L,B-L,B-L,ASL_2008_03_28_scene2-camera1.mov,Lexical Signs
1711,157,1722,BROOM,BROOM_2,BROOM_2,1205,1346,1255,1296,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_08_04_scene36-camera1.mov,Lexical Signs
1712,157,1723,BROOM,BROOM_2,BROOM_2,11120,11257,11170,11207,B-L,flat-B,B-L,flat-B,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
1713,157,1724,BROOM,BROOM_2,BROOM_2,11362,11494,11412,11444,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
1714,157,1725,BROOM,BROOM_2,BROOM_2,4460,4604,4510,4554,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene106-camera1.mov,Lexical Signs
1720,158,1731,BROWN,BROWN,BROWN,1160,1290,1210,1240,B-xd,,B-xd,,ASL_2008_01_11_scene57-camera1.mov,Lexical Signs
1721,158,1732,BROWN,BROWN,BROWN,2035,2165,2085,2115,B-xd,,B-xd,,ASL_2008_05_12a_scene35-camera1.mov,Lexical Signs
1722,158,1733,BROWN,BROWN,BROWN,2208,2330,2258,2280,B,,B,,ASL_2008_08_04_scene36-camera1.mov,Lexical Signs
1723,158,1734,BROWN,BROWN,BROWN,16848,16968,16898,16918,B,,B,,ASL_2011_06_08_Brady_scene23-camera1.mov,Lexical Signs
1724,158,1735,BROWN,BROWN,BROWN,2657,2777,2707,2727,B-xd,,B-xd,,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1725,158,1736,BROWN,BROWN,BROWN,2702,2834,2752,2784,B-xd,,B-xd,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1736,98,1748,BUILD,BUILD,BUILD+,1555,1706,1605,1656,B-L,bent-B-L,B-L,bent-B-L,ASL_2008_08_04_scene37-camera1.mov,Lexical Signs
1737,98,1750,BUILD,BUILD,BUILD++,1721,1875,1771,1825,B-L,crvd-flat-B,bent-B-L,crvd-flat-B,ASL_2008_01_11_scene58-camera1.mov,Lexical Signs
1738,98,1751,BUILD,BUILD,BUILD+++,780,922,830,872,B-L,bent-B-L,bent-B-L,B-L,ASL_2008_05_12a_scene36-camera1.mov,Lexical Signs
1739,98,207674,BUILD,BUILD,BUILD+++,1530,1676,1580,1626,B-L,bent-B-L,B-L,bent-B-L,ASL_2008_05_12a_scene36-camera1.mov,Lexical Signs
1740,98,207675,BUILD,BUILD,BUILD++,2793,2942,2843,2892,B-L,B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
1741,98,207676,BUILD,BUILD,BUILD++,1075,1226,1125,1176,B-L,bent-B-L,crvd-B,bent-B-L,ASL_2011_07_22_Brady_scene39-camera1.mov,Lexical Signs
1742,98,207677,BUILD,BUILD,BUILD++,823,974,873,924,B-L,B-L,bent-B-L,bent-B-L,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1750,159,1766,BUSY/BUSINESS,BUSINESS,BUSINESS++,505,670,555,620,B,B,B,B,ASL_2008_05_12a_scene37-camera1.mov,Lexical Signs
1751,159,1767,BUSY/BUSINESS,BUSINESS_2,BUSINESS_2,440,575,490,525,B,B,B,B,ASL_2008_01_11_scene60-camera1.mov,Lexical Signs
1752,159,1770,BUSY/BUSINESS,BUSY,BUSY,874,1031,924,981,B-xd,B-xd,B-xd,B-xd,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1753,159,1771,BUSY/BUSINESS,BUSY,BUSY,971,1125,1021,1075,B-xd,B-xd,B-xd,B-xd,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1754,159,207679,BUSY/BUSINESS,BUSY,BUSY,696,825,746,775,B,psv,B,psv,ASL_2008_08_04_scene38-camera1.mov,Lexical Signs
1755,159,1772,BUSY/BUSINESS,BUSY_2,BUSY_2-continuative,765,935,815,885,B,B,B,B,ASL_2008_05_12a_scene37-camera1.mov,Lexical Signs
1774,160,1791,BUY,BUY,BUY,1510,1640,1560,1590,flat-O,flat-B,flat-O,flat-B,ASL_2008_01_11_scene60-camera1.mov,Lexical Signs
1775,160,1793,BUY,BUY,BUY,1845,1970,1895,1920,flat-O,B-L,flat-O,B-L,ASL_2008_05_12a_scene37-camera1.mov,Lexical Signs
1776,160,1794,BUY,BUY,BUY,1805,1937,1855,1887,flat-O,B-L,flat-O,B-L,ASL_2008_08_04_scene38-camera1.mov,Lexical Signs
1777,160,1795,BUY,BUY,BUY,10430,10546,10480,10496,flat-O,B-L,flat-O,B-L,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
1778,160,1797,BUY,BUY,BUY++,205,355,255,305,flat-O,B-L,flat-O,B-L,ASL_2008_02_29_scene30-camera1.mov,Lexical Signs
1779,160,1798,BUY,BUY,BUY++,669,819,719,769,flat-O,B-L,flat-O,B-L,ASL_2011_07_19_Brady_scene81-camera1.mov,Lexical Signs
1780,160,207855,BUY,BUY,BUY,1232,1353,1282,1303,flat-O,B-L,flat-O,B-L,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1781,160,207856,BUY,BUY,BUY,1147,1290,1197,1240,flat-O,B-L,flat-O,B-L,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1786,54,1803,CABBAGE,CABBAGE,CABBAGE+,821,955,871,905,crvd-B,,crvd-B,,ASL_2008_01_11_scene61-camera1.mov,Lexical Signs
1787,54,1804,CABBAGE,CABBAGE,CABBAGE+,583,717,633,667,crvd-5,,crvd-5,,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs
1788,54,1805,CABBAGE,CABBAGE,CABBAGE+,1363,1507,1413,1457,crvd-B,,crvd-B,,ASL_2011_07_22_Brady_scene10-camera1.mov,Lexical Signs
1789,54,1806,CABBAGE,CABBAGE,CABBAGE++,290,445,340,395,crvd-B,,crvd-B,,ASL_2008_05_12a_scene38-camera1.mov,Lexical Signs
1790,54,1807,CABBAGE,CABBAGE,CABBAGE++,11328,11459,11378,11409,crvd-B,,crvd-B,,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
1815,161,1832,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,595,715,645,665,X,1,X,1,ASL_2008_01_11_scene62-camera1.mov,Lexical Signs
1816,161,1833,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,592,710,642,660,X,1,X,1,ASL_2008_02_29_scene26-camera1.mov,Lexical Signs
1817,161,1835,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,3390,3511,3440,3461,X,1,X,1,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs
1818,161,1836,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,366,476,416,426,X,1,X,1,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1819,161,1837,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,1010,1117,1060,1067,X,1,X,1,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1820,161,1838,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS+,3380,3520,3430,3470,X,1,X,1,ASL_2008_03_28_scene6-camera1.mov,Lexical Signs
1821,161,1839,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS+,402,544,452,494,X,1,X,1,ASL_2011_07_19_Brady_scene111-camera1.mov,Lexical Signs
1822,161,207911,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,CALL-ON-RELAY/VRS,1962,2077,2012,2027,X,1,X,1,ASL_2011_07_19_Brady_scene76-camera1.mov,Lexical Signs
1831,162,1849,CAMP,CAMP,CAMP,200,340,250,290,horns,horns,horns,horns,ASL_2008_03_28_scene8-camera1.mov,Lexical Signs
1832,162,1852,CAMP,CAMP,CAMP+,1275,1420,1325,1370,horns,horns,bent-horns,bent-horns,ASL_2008_01_11_scene62-camera1.mov,Lexical Signs
1833,162,1853,CAMP,CAMP,CAMP+,565,700,615,650,I-L-Y,I-L-Y,10,10,ASL_2008_05_12a_scene39-camera1.mov,Lexical Signs
1834,162,1854,CAMP,CAMP,CAMP+,541,675,591,625,I-L-Y,I-L-Y,A,A,ASL_2008_08_04_scene40-camera1.mov,Lexical Signs
1835,162,1855,CAMP,CAMP,CAMP+,848,980,898,930,I-L-Y,I-L-Y,10,10,ASL_2008_08_04_scene40-camera1.mov,Lexical Signs
1836,162,1856,CAMP,CAMP,CAMP+,1489,1619,1539,1569,I-L-Y,I-L-Y,Y,Y,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1837,162,1857,CAMP,CAMP,CAMP+,1420,1584,1470,1534,horns,horns,bent-horns,bent-horns,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1838,162,1858,CAMP,CAMP,CAMP++,315,470,365,420,I-L-Y,I-L-Y,10,10,ASL_2008_05_12a_scene39-camera1.mov,Lexical Signs
1839,162,207972,CAMP,CAMP,CAMP+,1890,2018,1940,1968,horns,horns,bent-horns,bent-horns,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1840,162,207973,CAMP,CAMP,CAMP+,2251,2386,2301,2336,horns,horns,bent-horns,bent-horns,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1841,162,207974,CAMP,CAMP,CAMP,854,974,904,924,horns,horns,horns,horns,ASL_2011_07_19_Brady_scene112-camera1.mov,Lexical Signs
1842,163,1859,CAN,CAN,CAN,1485,1610,1535,1560,A,A,A,A,ASL_2008_01_11_scene62-camera1.mov,Lexical Signs
1843,163,1861,CAN,CAN,CAN,765,900,815,850,S,S,S,S,ASL_2008_05_12a_scene39-camera1.mov,Lexical Signs
1844,163,1862,CAN,CAN,CAN,1080,1195,1130,1145,S,S,S,S,ASL_2008_08_04_scene40-camera1.mov,Lexical Signs
1845,163,1863,CAN,CAN,CAN,2836,2956,2886,2906,S,S,S,S,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1846,163,1865,CAN,CAN,CAN+,386,530,436,480,A,A,A,A,ASL_2008_02_15_scene45-camera1.mov,Lexical Signs
1847,163,1866,CAN,CAN,CAN++,167,303,217,253,A,A,A,A,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs
1848,163,207680,CAN,CAN,CAN,1619,1732,1669,1682,S,S,S,S,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1849,163,207681,CAN,CAN,CAN,1562,1712,1612,1662,S,S,S,S,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1850,164,1867,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,3150,3305,3200,3255,1,B-L,1,B-L,ASL_2008_01_18_scene5-camera1.mov,Lexical Signs
1851,164,1868,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,495,637,545,587,1,B-L,1,B-L,ASL_2008_01_18_scene9-camera1.mov,Lexical Signs
1852,164,1869,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,1638,1787,1688,1737,1,B-L,1,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene6-camera1.mov,Lexical Signs
1853,164,1870,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,1875,2045,1925,1995,1,B-L,1,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene25-camera1.mov,Lexical Signs
1854,164,1872,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,175,320,225,270,1,B-L,1,B-L,ASL_2008_05_12b_scene9-camera1.mov,Lexical Signs
1855,164,1873,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,4385,4520,4435,4470,1,B-L,1,B-L,ASL_2008_08_06_scene5-camera1.mov,Lexical Signs
1856,164,1874,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,430,565,480,515,1,B-L,1,B-L,ASL_2008_08_06_scene9-camera1.mov,Lexical Signs
1857,164,1875,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,1097,1227,1147,1177,1,B-L,1,B-L,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs
1858,164,1876,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,6023,6160,6073,6110,1,B-L,1,B-L,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1859,164,1877,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,7858,7987,7908,7937,1,B-L,bent-1,B-L,ASL_2011_06_08_Brady_scene30-camera1.mov,Lexical Signs
1860,164,1878,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE+,2677,2830,2727,2780,1,B-L,bent-1,B-L,ASL_2008_05_12b_scene5-camera1.mov,Lexical Signs
1861,164,207716,CANCEL/CRITICIZE,CANCEL/CRITICIZE,CANCEL/CRITICIZE,7579,7711,7629,7661,1,B-L,1,B-L,ASL_2011_06_08_Brady_scene31-camera1.mov,Lexical Signs
1871,35,1888,CANE,CANE,CANE+,1580,1740,1630,1690,S,,S,,ASL_2008_01_11_scene63-camera1.mov,Lexical Signs
1872,35,1889,CANE,CANE,CANE+,3766,3932,3816,3882,A,,A,,ASL_2008_08_04_scene40-camera1.mov,Lexical Signs
1873,35,1890,CANE,CANE,CANE+,9992,10132,10042,10082,S,,S,,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1874,35,1891,CANE,CANE,CANE++,2480,2636,2530,2586,S,,S,,ASL_2008_05_12a_scene39-camera1.mov,Lexical Signs
1875,165,1892,CANNOT,CANNOT,CANNOT,720,840,770,790,1,1,1,1,ASL_2008_01_11_scene64-camera1.mov,Lexical Signs
1876,165,1893,CANNOT,CANNOT,CANNOT,731,855,781,805,1,1,1,1,ASL_2008_05_12a_scene40-camera1.mov,Lexical Signs
1877,165,1894,CANNOT,CANNOT,CANNOT,1735,1852,1785,1802,1,1,1,1,ASL_2008_08_04_scene41-camera1.mov,Lexical Signs
1878,165,1895,CANNOT,CANNOT,CANNOT,11252,11367,11302,11317,1,1,1,1,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1879,165,1896,CANNOT,CANNOT,CANNOT,1856,1971,1906,1921,1,1,1,1,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
1880,165,1897,CANNOT,CANNOT,CANNOT,1836,1974,1886,1924,1,1,1,1,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
1888,166,1905,CAR,CAR,CAR+,765,926,815,876,S,S,S,S,ASL_2008_01_11_scene65-camera1.mov,Lexical Signs
1889,166,1906,CAR,CAR,CAR+,3305,3470,3355,3420,S,S,S,S,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs
1890,166,1907,CAR,CAR,CAR+,3086,3222,3136,3172,S,S,S,S,ASL_2008_05_12a_scene40-camera1.mov,Lexical Signs
1891,166,1908,CAR,CAR,CAR+,3822,3987,3872,3937,S,S,S,S,ASL_2008_08_04_scene41-camera1.mov,Lexical Signs
1892,166,1909,CAR,CAR,CAR+,2016,2180,2066,2130,S,S,S,S,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs
1893,166,1910,CAR,CAR,CAR+,13330,13465,13380,13415,S,S,S,S,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
1894,166,1911,CAR,CAR,CAR+,988,1130,1038,1080,S,S,S,S,ASL_2011_07_22_Brady_scene42-camera1.mov,Lexical Signs
1895,166,1912,CAR,CAR,CAR++,789,962,839,912,S,S,S,S,ASL_2006_01_20_scene22-camera1.mov,Lexical Signs
1902,167,1919,CARE,CARE,CARE+,455,585,505,535,K,K,K,K,ASL_2008_01_11_scene35-camera1.mov,Lexical Signs
1903,167,1920,CARE,CARE,CARE+,2898,3025,2948,2975,K,K,K,K,ASL_2008_08_04_scene23-camera1.mov,Lexical Signs
1904,167,1921,CARE,CARE,CARE+,7338,7463,7388,7413,K,K,K,K,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs
1905,167,1922,CARE,CARE,CARE+,13967,14093,14017,14043,K,K,K,K,ASL_2011_06_08_Brady_scene25-camera1.mov,Lexical Signs
